"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","0","32","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","42","50","6","44.706924","0","50"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","3","1","1.959439","0","3"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","24","244","6","148.115097","0","24"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","42","42","2","322.384521","0","42"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","234","244","6","1453.247192","0","244"
"/InterchangeAssets/gltf/M_Default.M_Default","0","206","368","9","1089.885742","0","260"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","58","260","6","364.585266","0","64"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","10","10","1","11.330867","0","10"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","24","1","196.459259","0","24"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","12","1","92.874580","0","12"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","24","1","191.347809","0","24"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","12","12","1","11.485847","0","12"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","90","100","6","110.594437","0","100"
"/ControlRig/M_Manip.M_Manip","0","8","9","1","10.642008","0","9"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","46","2","61.086700","0","46"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","9","1","8.627307","0","9"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","76","76","2","837.877930","0","76"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","33","33","1","211.796127","0","33"
"/Game/Stylish_Fire_VFX/Material/M_Toon_Fire.M_Toon_Fire","0","52","56","1","271.431793","0","56"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","104","112","2","467.796600","0","112"
"/Game/Assets/AncientTreasures/Materials/Masters/MM_Master_Material_01a.MM_Master_Material_01a","0","75","75","1","607.046204","0","75"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","33","33","1","268.200287","0","33"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Helmet.M_DKM_Helmet","0","24","24","1","188.211777","0","24"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Gauntlets.M_DKM_Gauntlets","0","24","24","1","11.979145","0","24"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Pants.M_DKM_Pants","0","24","24","1","198.525864","0","24"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Boots.M_DKM_Boots","0","24","24","1","205.464279","0","24"
"/InterchangeAssets/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","24","24","1","202.391220","0","24"
"/Game/Assets/OldWest/Shared/Materials/MM_MasterMaterial_01a.MM_MasterMaterial_01a","0","21","21","1","171.487778","0","21"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Armor.M_DKM_Armor","0","77","83","1","409.693542","0","83"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","4.345946","0","2"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","54","54","1","189.766907","0","54"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","4.329869","0","5"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","12","12","1","9.406528","0","12"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","17","17","1","8.610859","0","17"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","9","9","1","7.023949","0","9"
"/Fab/Materials/Standard/M_MS_Srf.M_MS_Srf","0","24","25","1","89.087334","0","25"
"/Game/City_of_Brass_Props/Materials/Enviro_Substance_Material.Enviro_Substance_Material","0","66","66","1","433.574860","0","66"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","54","58","1","246.249069","0","58"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","15","15","1","13.038701","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","13","13","1","8.106454","0","13"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","29","1","119.303001","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","13","13","1","7.528420","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","80","84","1","388.579865","0","84"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","25","27","1","26.986755","0","27"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","92","98","1","265.701202","0","98"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","54","54","1","293.055359","0","54"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","25","27","1","23.254084","0","27"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","3.187631","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.870843","0","5"
"/Game/City_of_Brass_Props/Materials/Candle_Animated_Mat.Candle_Animated_Mat","0","61","63","1","222.410797","0","63"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","10","1","10.325506","0","10"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","13","13","1","7.462150","0","13"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","123","1","419.372375","0","123"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","24","24","1","29.233746","0","24"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","3","3","1","3.527722","0","3"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","12","12","1","26.840504","0","12"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","12","12","1","2.897851","0","12"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","44","50","2","29.746044","0","50"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","8","9","1","8.695584","0","9"
"/ControlRig/M_Manip.M_Manip","49","8","9","1","7.388471","0","9"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","47","47","1","275.932373","0","47"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","47","47","1","300.336487","0","47"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","68","68","1","209.389648","0","68"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","24","24","1","82.836372","0","24"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","10","10","1","7.033200","0","10"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","3.500512","0","5"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","2","2","1","2.950423","0","2"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","98","104","1","187.999481","0","104"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","123","123","1","217.269333","0","123"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","2","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","32","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","77","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","0","21","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","2","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","46","54","6","28.066269","0","54"
"/Game/City_of_Brass_Props/Materials/Candle_Animated_Mat.Candle_Animated_Mat","49","61","63","1","50.755184","0","63"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","2.581359","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","1.458094","0","5"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","10","10","1","7.020734","0","10"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","13","13","1","4.734521","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","19.058407","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","17.793819","0","29"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","54","54","1","151.006042","0","54"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","13","13","1","4.832205","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","13","13","1","6.805182","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","58","62","1","118.244286","0","62"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","84","88","1","163.649414","0","88"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","12","12","1","3.553025","0","12"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","9","9","1","3.208797","0","9"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","15","15","1","9.489325","0","15"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","29","31","1","37.945034","0","31"
"/Fab/Materials/Standard/M_MS_Srf.M_MS_Srf","49","26","27","1","42.450397","0","27"
"/Game/City_of_Brass_Props/Materials/Enviro_Substance_Material.Enviro_Substance_Material","49","66","66","1","194.056183","0","66"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","25","25","1","11.547628","0","25"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Armor.M_DKM_Armor","49","83","89","1","123.729698","0","89"
"/Game/Assets/OldWest/Shared/Materials/MM_MasterMaterial_01a.MM_MasterMaterial_01a","49","35","35","1","164.503036","0","35"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Helmet.M_DKM_Helmet","49","24","24","1","42.849792","0","24"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Boots.M_DKM_Boots","49","24","24","1","57.861977","0","24"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Gauntlets.M_DKM_Gauntlets","49","24","24","1","0.000000","0","24"
"/Game/Dark_Knight/Dark_Knight_Male/Materials/M_DKM_Pants.M_DKM_Pants","49","24","24","1","71.226906","0","24"
"/InterchangeAssets/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","24","24","1","51.039009","0","24"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","49","112","120","2","87.739548","0","120"
"/Game/Assets/AncientTreasures/Materials/Masters/MM_Master_Material_01a.MM_Master_Material_01a","49","75","75","1","189.415604","0","75"
"/Game/Stylish_Fire_VFX/Material/M_Toon_Fire.M_Toon_Fire","49","56","60","1","65.537956","0","60"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","21","42","2","24.831192","0","21"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","152","162","6","195.187424","0","162"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","76","76","2","43.593285","0","76"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","166","252","6","111.081726","0","176"
"/InterchangeAssets/gltf/M_Default.M_Default","49","58","376","9","30.780336","0","100"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","0","252","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","0","268","6","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","104","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","25","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","100","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
